34257.37684,2.855864519,0.14490508,19.708519,1.82E-86,3.00E-84,ENSG00000001036,,,FUCA2
266.5674643,2.519421481,0.507803813,4.961407173,7.00E-07,3.80E-06,ENSG00000002079,,,MYH16
426.9424624,2.123997741,0.515314241,4.121752462,3.76E-05,1.59E-04,ENSG00000002746,,,HECW1
184835.835,2.198079058,0.115010028,19.1120644,2.00E-81,3.08E-79,ENSG00000003436,,,TFPI
48.19691737,8.822424259,2.640181886,3.341597148,8.33E-04,0.002785033,ENSG00000005001,,,PRSS22
45.38679302,8.735862844,2.455449988,3.557744155,3.74E-04,0.001337721,ENSG00000005073,,,HOXA11
10151.92914,3.591766729,0.295950834,12.13636293,6.78E-34,2.34E-32,ENSG00000005243,,,COPZ2
146832.539,7.06483972,0.219811472,32.14045038,1.20E-226,1.72E-223,ENSG00000005884,,,ITGA3
100.2509683,9.879052917,1.611371569,6.130834816,8.74E-10,6.73E-09,ENSG00000006059,,,KRT33A
1404.654198,2.079919528,0.352024084,5.908458042,3.45E-09,2.49E-08,ENSG00000006210,,,CX3CL1
54362.60654,2.406710701,0.094508687,25.46549706,4.76E-143,2.41E-140,ENSG00000006282,,,SPATA20
170709.2769,2.038647329,0.141041979,14.45418835,2.36E-47,1.35E-45,ENSG00000006327,,,TNFRSF12A
5477.355091,2.431242454,0.252578759,9.625680556,6.23E-22,1.18E-20,ENSG00000006453,,,BAIAP2L1
2393.111845,4.546437859,0.394485278,11.52498741,9.87E-31,2.94E-29,ENSG00000006534,,,ALDH3B1
8562.480484,3.41434003,0.231869312,14.72527777,4.44E-49,2.70E-47,ENSG00000006740,,,ARHGAP44
9695.620453,2.944055022,0.208858992,14.09589784,4.02E-45,2.13E-43,ENSG00000006756,,,ARSD
4824.835763,3.362529276,0.268792841,12.50974269,6.60E-36,2.47E-34,ENSG00000007237,,,GAS7
25645.9851,2.009921285,0.205409651,9.784940859,1.31E-22,2.57E-21,ENSG00000007384,,,RHBDF1
40682.78296,2.159451582,0.096618729,22.35023786,1.20E-110,3.53E-108,ENSG00000007866,,,TEAD3
24459.11839,5.109395691,0.272728046,18.73439778,2.60E-78,3.62E-76,ENSG00000008517,,,IL32
57678.11492,4.654795251,0.248639111,18.72109027,3.33E-78,4.63E-76,ENSG00000010278,,,CD9
202545.8391,2.438504509,0.142941272,17.05948511,2.97E-65,2.99E-63,ENSG00000011028,,,MRC2
923.1779396,2.694521391,0.334700397,8.050547341,8.24E-16,1.06E-14,ENSG00000011201,,,ANOS1
95480.29647,2.935451429,0.205545835,14.28124985,2.86E-46,1.56E-44,ENSG00000011422,,,PLAUR
472.9140257,5.961107294,1.758050726,3.390748177,6.97E-04,0.002366566,ENSG00000012124,,,CD22
5742.996206,3.45418227,0.189403964,18.23711711,2.62E-74,3.27E-72,ENSG00000012171,,,SEMA3B
114390.3194,4.941075605,0.154741874,31.93108294,9.89E-224,1.36E-220,ENSG00000013016,,,EHD3
28.1800946,8.048412311,2.000643522,4.022911739,5.75E-05,2.36E-04,ENSG00000013293,,,SLC7A14
3498.215171,5.137394652,0.437861978,11.73290879,8.64E-32,2.72E-30,ENSG00000013297,,,CLDN11
90566.04169,4.259350683,0.198594001,21.44752948,4.82E-102,1.18E-99,ENSG00000013364,,,MVP
46673.84017,6.759416026,0.52069738,12.98146733,1.56E-38,6.43E-37,ENSG00000013588,,,GPRC5A
23086.22594,2.79679358,0.174679279,16.01102091,1.07E-57,8.60E-56,ENSG00000013619,,,MAMLD1
207.5436386,4.045214191,1.068665178,3.785296155,1.54E-04,5.87E-04,ENSG00000018625,,,ATP1A2
13467.49607,2.173813069,0.168197282,12.92418666,3.29E-38,1.33E-36,ENSG00000019549,,,SNAI2
2619.407,6.262661882,0.295054283,21.22545661,5.56E-100,1.28E-97,ENSG00000019991,,,HGF
587.929761,3.519793645,0.426034889,8.261749759,1.44E-16,1.95E-15,ENSG00000021645,,,NRXN3
72784.15984,2.119446211,0.097564002,21.72364979,1.23E-104,3.23E-102,ENSG00000022267,,,FHL1
21823.73777,3.787783149,0.556072251,6.811674453,9.65E-12,9.00E-11,ENSG00000023445,,,BIRC3
174219.8375,4.060369324,0.216060612,18.79273271,8.66E-79,1.25E-76,ENSG00000024422,,,EHD2
12951.08907,3.705314908,0.450898278,8.217629315,2.08E-16,2.79E-15,ENSG00000025708,,,TYMP
53830.15115,3.321952914,0.113004877,29.39654469,6.08E-190,6.07E-187,ENSG00000026297,,,RNASET2
1044071.738,7.195220217,0.464191984,15.50052666,3.44E-54,2.46E-52,ENSG00000026508,,,CD44
1458.090501,2.117978599,0.273130184,7.754465538,8.87E-15,1.05E-13,ENSG00000027644,,,INSRR
959.8084473,3.854353853,0.410070657,9.399243252,5.50E-21,9.86E-20,ENSG00000028137,,,TNFRSF1B
4276.013648,2.83155232,0.440712673,6.424939631,1.32E-10,1.11E-09,ENSG00000028277,,,POU2F2
7150.356177,3.437475612,0.379606675,9.055361346,1.36E-19,2.24E-18,ENSG00000029534,,,ANK1
61898.20099,2.128584512,0.224433756,9.484244018,2.44E-21,4.47E-20,ENSG00000033867,,,SLC4A7
508810.2701,2.069521141,0.146868743,14.09095702,4.32E-45,2.28E-43,ENSG00000035862,,,TIMP2
1051.924097,3.242142674,0.556717818,5.823673269,5.76E-09,4.05E-08,ENSG00000038427,,,VCAN
1750.283172,2.98152015,0.447346276,6.664904366,2.65E-11,2.37E-10,ENSG00000039139,,,DNAH5
86082.56003,2.247907908,0.170951679,13.14937605,1.72E-39,7.35E-38,ENSG00000039523,,,RIPOR1
72228.41919,3.3778668,0.160627499,21.02919375,3.55E-98,7.79E-96,ENSG00000039560,,,RAI14
3877413.527,3.170258965,0.36990899,8.570375562,1.03E-17,1.51E-16,ENSG00000041982,,,TNC
26695.69634,2.602060517,0.188091906,13.83398455,1.59E-43,7.79E-42,ENSG00000049130,,,KITLG
2498.444042,2.417823267,0.504610868,4.791460946,1.66E-06,8.55E-06,ENSG00000049192,,,ADAMTS6
2930.831865,2.589508236,0.410249623,6.312030747,2.75E-10,2.23E-09,ENSG00000049249,,,TNFRSF9
185839.4198,6.734985053,0.481447061,13.98904593,1.82E-44,9.39E-43,ENSG00000050165,,,DKK3
3217.745516,2.291291367,0.208554764,10.98652137,4.44E-28,1.16E-26,ENSG00000050730,,,TNIP3
167976.7177,2.143004753,0.130849274,16.37765873,2.76E-60,2.39E-58,ENSG00000050820,,,BCAR1
1262.972931,2.123918529,0.391757549,5.421512702,5.91E-08,3.68E-07,ENSG00000054356,,,PTPRN
6741.357076,2.267461226,0.215878934,10.50339275,8.33E-26,1.95E-24,ENSG00000054392,,,HHAT
8550.116804,3.717966133,0.308661179,12.04546081,2.05E-33,6.93E-32,ENSG00000054598,,,FOXC1
